Row,Fact Check Number,Fact Check Text
1,1,مسبار
2,1,مسبار
3,1,DigitEye India
4,1,NewsMobile
5,1,Newschecker
6,1,Newschecker
7,1,Animal Politico
8,1,Aos Fatos
9,1,UOL Notícias
10,1,UOL Notícias
11,1,PolitiFact
12,1,FactCheckHub
13,1,Lead Stories
14,1,Full Fact
15,1,FactCheck.org
16,1,dpa-factchecking
17,1,AFP Factual
18,1,مسبار
19,1,VOA
20,1,KGW
20,2,KHOU
20,3,KSDK
21,1,PolitiFact
22,1,Lokmat
23,1,Newtral
24,1,Aos Fatos
25,1,Rappler
26,1,Ellinika Hoaxes
27,1,FactCheckHub
28,1,Lead Stories
29,1,FactCheckHub
30,1,مسبار
31,1,Newtral
32,1,UOL Notícias
33,1,Newschecker
34,1,Check Your Fact
35,1,Check Your Fact
36,1,Esakal
37,1,10TV
37,2,KSDK
37,3,KTVB
38,1,Snopes
39,1,FactCheckHub
40,1,Alt News
41,1,Estadão
42,1,Projeto Comprova
43,1,Animal Politico
44,1,Вистиномер
45,1,Faktograf
46,1,Animal Politico
47,1,Snopes
48,1,Alt News
49,1,Snopes
50,1,vishvasnews.com
51,1,Lead Stories
52,1,Snopes
53,1,Check Your Fact
54,1,विश्वास न्यूज़ फैक्ट चेक हिंदी
55,1,AFP Factual
56,1,Snopes
57,1,Samayam Malayalam
58,1,Full Fact
59,1,Lead Stories
60,1,فتبينوا
61,1,Estadão
62,1,FactCheckHub
63,1,Snopes
64,1,The France 24 Observers
65,1,USA Today
66,1,Check Your Fact
67,1,Projeto Comprova
68,1,AajTak Bangla
69,1,Check Your Fact
70,1,FactCheckHub
71,1,AFP Factual
72,1,EFE Verifica
73,1,UOL Notícias
74,1,AFP Checamos
75,1,Estadão
76,1,USA Today
77,1,Samayam Tamil
78,1,مسبار
79,1,BOL - UOL
80,1,Newtral
1,1,مسبار
2,1,مسبار
3,1,DigitEye India
4,1,NewsMobile
5,1,Newschecker
6,1,Newschecker
7,1,Animal Politico
8,1,Aos Fatos
9,1,UOL Notícias
10,1,UOL Notícias
11,1,PolitiFact
12,1,FactCheckHub
13,1,Lead Stories
14,1,Full Fact
15,1,FactCheck.org
16,1,dpa-factchecking
17,1,AFP Factual
18,1,مسبار
19,1,VOA
20,1,KGW
20,2,KHOU
20,3,KSDK
21,1,PolitiFact
22,1,Lokmat
23,1,Newtral
24,1,Aos Fatos
25,1,Rappler
26,1,Ellinika Hoaxes
27,1,FactCheckHub
28,1,Lead Stories
29,1,FactCheckHub
30,1,مسبار
31,1,Newtral
32,1,UOL Notícias
33,1,Newschecker
34,1,Check Your Fact
35,1,Check Your Fact
36,1,Esakal
37,1,10TV
37,2,KSDK
37,3,KTVB
38,1,Snopes
39,1,FactCheckHub
40,1,Alt News
41,1,Estadão
42,1,Projeto Comprova
43,1,Animal Politico
44,1,Вистиномер
45,1,Faktograf
46,1,Animal Politico
47,1,Snopes
48,1,Alt News
49,1,Snopes
50,1,vishvasnews.com
51,1,Lead Stories
52,1,Snopes
53,1,Check Your Fact
54,1,विश्वास न्यूज़ फैक्ट चेक हिंदी
55,1,AFP Factual
56,1,Snopes
57,1,Samayam Malayalam
58,1,Full Fact
59,1,Lead Stories
60,1,فتبينوا
61,1,Estadão
62,1,FactCheckHub
63,1,Snopes
64,1,The France 24 Observers
65,1,USA Today
66,1,Check Your Fact
67,1,Projeto Comprova
68,1,AajTak Bangla
69,1,Check Your Fact
70,1,FactCheckHub
71,1,AFP Factual
72,1,EFE Verifica
73,1,UOL Notícias
74,1,AFP Checamos
75,1,Estadão
76,1,USA Today
77,1,Samayam Tamil
78,1,مسبار
79,1,BOL - UOL
80,1,Newtral
81,1,Tempo.co
82,1,Newsweek
83,1,AFP Fact Check
84,1,misbar.com
